Features,Label,Predicted_Label
"A fist with a mass of 3 kg causes a
fishing pole to bend \( 9 \mathrm{cm} . \) If the amount
of bending varies directly as the mass, how much will the pole bend for a \( 2 k g \) fish ?",,4.0
"In an AC circuit, electrical energy is consumed in
A .
B.
\( c \cdot R \)
D. Land",,4.0
"Two masses as shown are suspended
from a massless pulley. Calculate the
acceleration of the 10 kg mass when
masses are left free
\( \mathbf{A} \cdot \frac{2 g}{3} \)
B. \( \frac{g}{3} \)
c. \( \frac{g}{9} \)
\( D \cdot \underline{g} \)",,4.0
"Show diagrammatically the behaviour
of magnetic field lines in the presence of
(i) paramagnetic and
(ii) diamagnetic substances. How does one explain this distinguishing feature?",,4.0
"If \( A \) and \( B \) are symmetric matrices of the same order and \( X=A B+B A \) and
\( \boldsymbol{Y}=\boldsymbol{A} \boldsymbol{B}-\boldsymbol{B} \boldsymbol{A}, \) then \( \boldsymbol{X} \boldsymbol{Y}^{\boldsymbol{T}} \) is equal to
A . \( X Y \)
в. \( Y X \)
\( \mathrm{c} \cdot-Y X \)
D. none of these",,3.0
"A hydride of nitrogen which is acidic is :
A . \( N H_{3} \)
в. \( N_{2} H_{2} \)
c. \( N_{2} H_{4} \)
D. \( N_{3} H \)",,2.0
"A guitar string is \( 90 \mathrm{cm} \) long and has a fundamental frequency of \( 124 H z . \) To produce a fundamental frequency of
\( 186 H z, \) the guitar should be pressed at
\( ? \)
\( \mathbf{A} \cdot 60 \mathrm{cm} \)
в. \( 30 \mathrm{cm} \)
\( c \cdot 20 c m \)
D. \( 10 \mathrm{cm} \)",,4.0
What do you mean by producers?,,1.0
"An ultrasonic wave is sent from a ship towards the bottom of the sea. It is
found that the time interval between the
sending and receiving of wave is 1.6 s. What is the depth of the sea, if the
velocity of sound in sea water is \( 1400 \mathrm{m} \)
\( s^{-1} ? \)
A. \( 1120 \mathrm{m} \)
B. 60 \( m \)
\( c .1400 \mathrm{m} \)
D. 112 m",,4.0
"Find the values of the unknown \( x \) and \( y \)
in the following diagram.",,3.0
"For \( \mathrm{NADPH}+\boldsymbol{H}^{+} \) formation
A . only PS lis required
B. only PS II is required
c. both PS I and PS I I are required
D. only stroma is required",,2.0
"The mode of the distribution
\begin{tabular}{lccccc} 
Marks & 4 & 5 & 6 & 7 & 8 \\
No. of students & 6 & 7 & 10 & 8 & 3 \\
\hline
\end{tabular}
A. 5
B. 6
\( c \cdot 8 \)
D. 10",,3.0
"An air bubble of radius \( 1.0 \mathrm{cm} \) rises
with a constant speed of 3.5 mm/s
through a liquid of density \( 1.75 \times \) \( 10^{3} k g / m^{3} . \) The coefficient of viscosity
of the liquid is: (Neglect the density of
air)
A \( \cdot 109 \mathrm{Ns} / \mathrm{m}^{2} \)
В. \( 10.9 \mathrm{Ns} / \mathrm{m}^{2} \)
c. \( 1.09 \mathrm{Ns} / \mathrm{m}^{2} \)
D. \( 0.109 \mathrm{Ns} / \mathrm{m}^{2} \)",,4.0
"Petroleum is
resource.
A. Inexhaustible
B. Exhaustible
c. Both \( A \& B \)
D. None of these",,2.0
"The renal abnormality detection procedure uses the following techniques except
A. Pyelography
B. Polarography
c. cytoscope
D. x-ray photography",,4.0
"If \( \frac{l z_{2}}{m z_{1}} \) is purely imaginary number then \( \left|\frac{\boldsymbol{\lambda} \boldsymbol{z}_{1}+\boldsymbol{\mu} \boldsymbol{z}_{2}}{\boldsymbol{\lambda} \boldsymbol{z}_{1}-\boldsymbol{\mu} \boldsymbol{z}_{2}}\right| \) is equal to
A \( \cdot \frac{l}{m} \)
B. \( \frac{\lambda}{\mu} \)
\( c \cdot \frac{-\lambda}{\mu} \)
\( D \)",,3.0
"Keeping the number of moles, volume and pressure the same, which of the following are the same for all ideal gas?
A. rms speed of a molecule
B. density
c. temperature
D. average of magnitude of momentum",,4.0
Number of possible product:,,3.0
"Oxide, peroxide and superoxide - all the three can be formed by:
A. \( L i, K \)
в. \( N a, K \)
c. \( K, R b \)
D. \( N a, C s \)",,2.0
"Bithionol is generally added to the soaps as an additive to function as
a/an:
A. buffering agent
B. antiseptic
c. softener
D. dryer",,2.0
"(i) With reference to their direction of
action, how does a centripetal force differ from a centrifugal force?
(ii) State the Principle of conservation of energy.
(iii) Name the form of energy which a body may possess even when it is not in motion.",,4.0
"\( \mathbf{f} \boldsymbol{A}=\left[\begin{array}{lll}\mathbf{3} & \mathbf{2} & \mathbf{0} \\ \mathbf{1} & \mathbf{4} & \mathbf{0} \\ \mathbf{0} & \mathbf{0} & \mathbf{5}\end{array}\right] . \) Show that \( \boldsymbol{A}^{\mathbf{2}} \)
\[
\mathbf{7 A}+\mathbf{1 0}=\mathbf{0}
\]",,3.0
"In myopia, the image of distant object
is formed :
A. Before the retina
B. on the retina
c. Behind the retina
D. Above the retina",,4.0
Evaluate: \( \int \frac{\left(x^{2}+1\right)}{\left(x^{4}+1\right)} d x \),,3.0
"A point charge of \( +6 \mu C \) is placed at a distance \( 20 \mathrm{cm} \) directly above the centre of a square of side \( 40 \mathrm{cm} . \) The magnitude of the flux through the
square is
\( A \cdot \epsilon_{0} \)
в. \( \frac{1}{\epsilon_{0}} \)
c. \( \epsilon_{0} \times 10^{-6} \)
D. \( \frac{1}{\epsilon_{0}} \times 10^{-6} \)",,4.0
\( \frac{\frac{1}{1.2 .3}+\frac{1}{2.3 .4}+\frac{1}{3.4 .5}+\ldots .+}{m(n+1)(n+2)}=\frac{n(n+3)}{4(n+1)(n+2)} \),,3.0
"A wire is placed to the lines of force in a
magnetic field and a current flows in
the wire. Then
A. the wire will experience a force in the direction of magnetic field
B. the wire will not experience any force at all
C. the wire will experience a force in a direction opposite to the field
D. it experiences a force in a direction perpendicular to lines of force",,4.0
"The escape velocity of an object on a planet whose radius is 4 times that of
the earth and \( g \) value 9 times that on
the earth, in \( \mathrm{kms}^{-1} \) is
A. 33.6
B. 67.2
c. 16.8
D. 25.2",,4.0
"A metal forms two oxides. The higher oxide contains \( 80 \% \) metal. \( 0.72 g \) of the
lower oxide gave \( 0.8 g \) of higher oxide when oxidized. Then the ratio of the weight of oxygen that combines with the fixed weight of the metal in the two oxides will be:
A .2: 3
B . 2: 1
c. 4: 5
D. 3: 2",,2.0
"\( A=\left[\begin{array}{lll}1 & 0 & 0 \\ 2 & 1 & 0 \\ 3 & 2 & 1\end{array}\right], U_{1}, U_{2} \) and \( U_{3} \) are
columns matrices satisfying \( \boldsymbol{A} \boldsymbol{U}_{1}= \) \( \left[\begin{array}{l}1 \\ 0 \\ 0\end{array}\right], A U_{2}=\left[\begin{array}{l}2 \\ 3 \\ 0\end{array}\right], A U_{3}=\left[\begin{array}{l}2 \\ 3 \\ 1\end{array}\right] \) and \( U \) is
\( 3 \times 3 \) matrix whose columns are
\( U_{1}, U_{2}, U_{3} \) then answer the following question The value of \( \left[\begin{array}{lll}\mathbf{3} & \mathbf{2} & \mathbf{0}\end{array}\right] \boldsymbol{U}\left[\begin{array}{l}\mathbf{3} \\ \mathbf{2} \\ \mathbf{0}\end{array}\right] \) is
\( A \cdot[5] \)
в. \( \left[\frac{5}{2}\right] \)
\( c \cdot[4] \)
D. \( \left[\frac{3}{2}\right. \)",,3.0
"\( P Q R S \) is a square and \( \Delta T S R \) is ar
isosceles triangle with \( T S=T R \) Prove
that \( \boldsymbol{P T}=\boldsymbol{Q} \boldsymbol{T} \)",,3.0
"Tangents are drawn from the point \( (a, a) \) to the circle \( x^{2}+y^{2}-2 x-2 y- \)
\( 6=0 . \) If the angle between the tangents lies in the range \( \left(\frac{\pi}{3}, \pi\right), \) then the exhaustive range of values of \( a \) is
B. (-5,-3)\( \cup(3,5) \)
c. \( (-\infty, 2 \sqrt{2}) \cup(2 \sqrt{2}, \infty) \)
D. (-3,-1)\( \cup(3,5) \)",,3.0
"Splenic artery arises from?
A. Anterior mesenteric artery
B. Coeliac artery
c. Posterior mesenteric artery
D. Intestinal artery",,1.0
Derive the relationship between relative lowering of vapour pressure and molar mass of non-volatile solute.,,2.0
"When the concentration of \( \boldsymbol{K}^{+} \) across a
cell membrane drops from \( 0.01 M \) to
\( 0.001 M, \) the potential difference across the membrane is:
A . \( 0.0 V \)
B. \( 0.0059 V \)
c. \( 0.059 V \)
D. \( 0.59 V \)",,1.0
"There are 10 railway stations between a station \( x \) and another station \( y \)
Find the number of different tickets
that must be printed so as to enable a
passenger to travel from any one station
to any other",,4.0
"Two parallel chords in a circle are \( 10 \mathrm{cm} 10 \mathrm{cm} \) and \( 24 \mathrm{cm} 24 \mathrm{cm} \) long. If
the radius of the circle is \( 13 \mathrm{cm} 13 \mathrm{cm} \) find the distance between the chords if
thay lie on the same side of the centre.",,3.0
"Light year is the unit of the
A. distance
B. time
c. speed
D. intensity of light",,4.0
"When will the couple acting on the coil be
(i) maximum
(ii) minimum?
A. (i) When plane of coil is normal to the magnetic field,
(ii) When plane of coil is normal to the magnetic field
B. (i) When plane of coil is parallel to the magnetic field
(ii) When plane of coil is parallel to the magnetic field.
C. (i) When plane of coil is parallel to the magnetic field,
(ii) When plane of coil is normal to the magnetic field
D. None of the above",,4.0
"\( \mathbf{3 . 6}+\mathbf{6 . 9}+\mathbf{9 . 1 2}+\ldots+\mathbf{3 n}(\mathbf{3 n}+\mathbf{3})= \)
A \( \frac{n(n+1)(n+2)}{3} \)
B. \( 3 n(n+1)(n+2) \)
c. \( \frac{(n+1)(n+2)(n+3)}{3} \)
\( \frac{(n+1)(n+2)(n+4)}{4} \)",,3.0
"The chief source of aromatic
compounds is :
A . Fruits
B. Oil of winter green
c. Petroleum
D. Ants",,2.0
"Closed circulatory system is found in
A. Fishes
B. Amphibians
c. Birds
D. All of the above",,1.0
"Q Type your question
(density \( \rho) \) moves with a velocity \( ^{\prime} v^{\prime} \)
inside the tube and comes to rest inside
the bubble. The surface tension of the
soap solution is \( T . \) After some time the
bubble, having grown to a radius' \( r^{\prime} \)
separates from the tube. Find the value
of ' \( r^{\prime} \). Assume that \( r>>b \) so that you
can consider the air to be falling
normally on the bubble's surface.
A \( \cdot \frac{4 T}{P v^{2}} \)
в. \( \frac{4 T}{P v} \)
c. \( \frac{2 T}{P v^{2}} \)
D. \( \frac{4 T}{P_{v}^{3}} \)",,4.0
"Element having atomic number 33 belongs to period:
A . \( I I I \)
в. \( I V \)
\( c \cdot V \)
D. \( V I \)",,2.0
"The focal length of a glass slab of
refractive index 1.5 is
A . Infinite
B. Zero
c. Unity
D. None of these",,4.0
"Which of the following has 0-0 linkage:
A \( \cdot \mathrm{H}_{2} \mathrm{S}_{2} \mathrm{O}_{6} \)
в. \( \mathrm{H}_{2} \mathrm{S}_{2} \mathrm{O}_{8} \)
\( \mathrm{c} \cdot \mathrm{H}_{2} \mathrm{S}_{2} \mathrm{O}_{3} \)
D. \( \mathrm{H}_{2} \mathrm{S}_{4} \mathrm{O}_{6} \)",,2.0
"The coordinates of a point whose abscissa is 5 and which lies on the \( x \)
axis is
A . (5,0)
B. (0,5)
D. (5,5)",,3.0
"Write the dimension of coefficient of
viscosity.",,4.0
"A wire of length L metre carrying current ampere is bent in the form of a circle.
What is the magnitude of magnetic
dipole moment?
A \( \cdot I L^{2} / 4 \pi \)
B . \( I^{2} L^{2} / 4 \pi \)
c. \( I^{2} L / 8 \pi \)
D. \( I L^{2} / 8 \pi \)",,4.0
"Which of the following species is diamagnetic in nature?
A \( \cdot H_{2}^{-} \)
в. \( H_{2}^{+} \)
\( \mathrm{c} \cdot \mathrm{H}_{2} \)
D. \( H e_{2}^{+} \)",,2.0
"The bond formed between phosphate and pentose sugars of DNA is
A. Sulphide bond
B. Phosphodiester bond
c. Hydrogen bond
D. covalent bond",,2.0
"Assertion
Consider \( \boldsymbol{f}(\boldsymbol{x})=\sin ^{-1}\left(\sec \left(\tan ^{-1} \boldsymbol{x}\right)+\right. \)
\( \cos ^{-1}\left(\operatorname{cosec}\left(\cot ^{-1} x\right)\right. \)
Statement-1: Domain of \( f(x) \) is a
singleton.
Reason
Statement-2: Range of the function \( \boldsymbol{f}(\boldsymbol{x}) \)
is a singleton.
A. Statement-1 is true, Statement-2 is true and Statement-2 is correct explanation for Statement-1.
B. Statement-1 is true, Statement-2 is true and Statement-2 is NOT the correct explanation for Statement-1.
c. Statement- lis true, Statement-2 is false.
D. Statement-1 is false, Statement-2 is true",,3.0
"Ausralopithecus and Homo erectus both had erect posture. But why Homo erectus is considered more advanced? Give
atleast three such differentiating points to illustrate your answer.",,2.0
"Which of the following kinds of venation is present in banana?
A . Reticulate unicostate
B. Reticulate multicostate
c. parallel unicostate
D. parallel multicostate",,1.0
"A barometer reads \( 75 \mathrm{cm} \) of mercury.
When \( 2.0 \mathrm{cm}^{3} \) of air at atmospheric
pressure is introduced into space above the mercury level, the volume of the space becomes \( 50 \mathrm{cm}^{3} \). The length
by which the mercury column descends is
A. \( 3 \mathrm{cm} \) of \( \mathrm{Hg} \)
B. \( 6 \mathrm{cm} \) of \( \mathrm{Hg} \)
c. \( 30 \mathrm{cm} \) of \( \mathrm{Hg} \)
D. \( 10 \mathrm{cm} \) of \( \mathrm{Hg} \)",,4.0
"Which of the following reagents may by used to distinguish between phenol and benzoic acid?
A . Neutral \( F e C l_{3} \)
B. Aqueous \( N a O H \)
c. Tollen's reagent
D. Schiff's reagent",,2.0
"Alkanes undergo addition reactions.
A. True
B. False",,2.0
"If \( \cos ^{-1} \lambda+\cos ^{-1} \mu+\cos ^{-1} \gamma=3 \pi \)
then find the value of \( \lambda \mu+\mu \gamma+\gamma \lambda \)
A . 1
B . 2
\( c .3 \)
D. 4",,3.0
"Two coins are tossed simultaneously.
Write the sample space \( S \) and the
number of sample point \( n(S) . A \) is the
event of getting at least one head. Write
the event \( A \) in set notation and find
\( \boldsymbol{n}(\boldsymbol{A}) \)",,3.0
"If \( \boldsymbol{x}+\frac{\mathbf{1}}{\boldsymbol{x}}=\boldsymbol{a}+\boldsymbol{b} \) and \( \boldsymbol{x}-\frac{\mathbf{1}}{\boldsymbol{x}}=\boldsymbol{a}-\boldsymbol{b} \)
then, which of the following is correct?
\( \mathbf{A} \cdot a b=1 \)
B. \( a b=2 \)
\( \mathbf{c} \cdot a+b=0 \)
\( \mathbf{D} \cdot a=b \)",,3.0
"\( (-8) \times(-2) \times(+3) \times(-4)= \)
\( \mathbf{A} \cdot+192 \)
B. -192
\( c \cdot+28 \)
D. -",,2.0
"Liquid is used in rocket
fuels.
A. nitrogen.
B. oxygen
c. hydrogen
D. both B and C",,2.0
"A beam of a parallel rays is brought to a focus by a convex lens. If a thin concave lens of equal focal length is joined to the convex lens, the focus will be
A. Shifted to infinity
B. Shifted to a small distance
c. Remained undisturbed
D. Shifted to the back side",,4.0
"The water moving upward forms a column, which is maintained up to a certain height due to
A. Osmosis
B. Transpiration pull
c. Translocational pool
D. Diffusion",,4.0
"Which of the following is a true
statement?
A. Plastic is soluble in water
B. Plastic is not a polymer
c. Rayon is made from cellulose
D. All plastics are fire-resistant",,2.0
"\( \boldsymbol{C O}_{2}+\boldsymbol{N} \boldsymbol{H}_{3}+\boldsymbol{H}_{2} \boldsymbol{O} \rightarrow \boldsymbol{X} \)
\( \boldsymbol{X}+\boldsymbol{N} \boldsymbol{a} \boldsymbol{C l} \rightarrow \boldsymbol{Y}+\boldsymbol{N} \boldsymbol{H}_{4} \boldsymbol{C l} \)
'Y' in the above reaction is:
\( \mathbf{A} \cdot N a_{2} C O_{3} \)
в. \( \left(N H_{4}\right)_{2} C O_{3} \)
c. \( N H_{4} H C O_{3} \)
D. \( N a H C O_{3} \)",,2.0
"Which of the following is not a correct
postulate of kinetic theory of gases?
A. The molecules of a gas are continuously moving in different directions with different velocities.
B. The average kinetic energy of the gas molecules is directly proportional to the absolute temperature of the gas.
C. The volume of the gas is due to the large number of molecules present in it.
D. The pressure of the gas is due to the collision of the molecules on the walls of the container.",,4.0
"Which was the first metal used?
A. Iron
B. copper
c. zinc
D. Gold",,2.0
"All are examples of cranial reflexes but
not
A. Salivation
B. Scratching
c. Blushing
D. Sneezing",,2.0
"Assertion
Spongy bones are specialized to form
erythrocytes.
Reason
They contain osteocytes and
osteoblasts.
A. Both Assertion and Reason are correct and Reason is
the correct explanation for Assertion.
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion.
C. Assertion is correct but Reason is incorrect.
D. Assertion is incorrect but Reason is correct.",,2.0
"A particle executes SHM with a time period of 4 s. At what instant of time, will the displacement of the particle be equal to the velocity of the particle
\( A \cdot 4 s \)
B. 1 s
\( c \cdot 8 s \)
D. Displacement and velocity cannot be equal at any instant",,4.0
"Assertion
Plant taxonomy is known as systematic botany
Reason
Taxonomy involves only plant classification.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct and Reason is incorrect
D. Assertion is incorrect and Reason is correct.",,1.0
"The maximum velocity of a body
undergoing S.H.M. is \( 0.2 m / s \) and its
acceleration at \( 0.1 \mathrm{m} \) from the mean
position is \( 0.4 m / s^{-2} \) The amplitude of
the S.H.M. is:
A . \( 0.25 m \)
в. \( 0.3 m \)
\( \mathrm{c} .0 .1 \mathrm{m} \)
D. \( 1.05 m \)",,4.0
"Due to the capacity to absorb water, which among the following is used to replace cotton and also used as a fuel?
A. Marchantia
B. Riccia
c. sphagnum
D. Funaria",,2.0
"If \( f \) is a real-valued differentiable
function such that \( f(x) f^{\prime}(x)<0 \) for all
real \( x, \) then
A. \( f(x) \) must be a increasing function
B. \( f(x) \) must be a decreasing function
c. \( |f(x)| \) must be a increasing function
D. \( |f(x)| \) must be a decreasing function",,3.0
"Which of the following is a source of magnetic field?
A. isolated Magnetic pole
B. static electric charge
c. current loop
D. moving light source",,4.0
"Evaluate:
\( \left(153^{2}\right)-\left(147^{2}\right) ? \)",,3.0
"A redox reaction is one in which:
A. both the substances are reduced
B. both the substances are oxidized
c. an acid is neutralized by the base
D. one substance is oxidized, while the other is reduced",,2.0
"Select the correct statement from
following.
A. Between \( N H_{3} \) and \( P H_{3}, N H_{3} \) is a better electron donor
because the lone pair of electrons occupies spherical s-orbital and is less directional
B. Between \( N H_{3} \) and \( P H_{3}, P H_{3} \) is a better electron donor because the lone pair of electrons occupies spherical \( s p^{3} \) orbital and is less directional
C. Between \( N H_{3} \) and \( P H_{3}, N H_{3} \) is a better electron donor because the lone pair of electrons occupies spherical \( s p^{3} \) orbital and is less directional
D. Between \( N H_{3} \) and \( P H_{3}, P H_{3} \) is a better electron donor because the lone pair of electrons occupies spherical s-orbital and is less directional",,2.0
"A transverse wave is passing through a light string shown in the figure.The
equation of wave is \( y=A \sin (\cos t- \)
\( k x) \). The area of cross-section of string
is \( A \) and density is \( p \).The hanging
mass is:
A. \( A \omega \)
B. \( \frac{\omega}{k g} \)
c. \( \frac{\rho A \omega^{2}}{k^{2} g} \)
D. \( \underline{k^{2}} \)",,4.0
"ff \( \boldsymbol{x}=\mathbf{1}+\boldsymbol{a}+\boldsymbol{a}^{2}+\boldsymbol{a}^{3}+\ldots \) and \( \boldsymbol{y}= \)
\( 1+b+b^{2}+b^{3}+\ldots ., \) then show that \( \mathbf{1}+\boldsymbol{a} \boldsymbol{b}+\boldsymbol{a}^{2} \boldsymbol{b}^{2}+\boldsymbol{a}^{3} \boldsymbol{b}^{3}+\ldots=\frac{\boldsymbol{x} \boldsymbol{y}}{\boldsymbol{x}+\boldsymbol{y}-\mathbf{1}} \)",,3.0
"When 2 moles of \( C_{2} H_{6} \) are completely
burnt, \( 3120 k J \) of heat is liberated.
Calculate the heat of formation \( \Delta \boldsymbol{H}_{f}^{o} \)
for \( \boldsymbol{C}_{2} \boldsymbol{H}_{\mathbf{6}} \)
Given: \( \Delta H_{f}^{o} \) for \( C O_{2}(g) \) and \( H_{2} O(l) \) are
-395 and \( -286 k J \) respectively.
A . \( -88 k J / m o l \)
в. \( +88 k J / m o l \)
c. \( -58 k J / m o l \)
D. None of the above",,2.0
"If the equation \( \frac{\lambda(x+1)^{2}}{3}+ \) \( \frac{(y+2)^{2}}{4}=1 \) represents a circle then
\( \lambda= \)
\( \mathbf{A} \cdot \mathbf{1} \)
в. \( \frac{3}{4} \)
c. 0
D. \( -\frac{3}{4} \)",,3.0
"Assertion
Receptors are crucial to boy's
communication process.
Reason
Receptors are proteins.
A. Both Assertion and Reason are correct and Reason is
the correct explanation for Assertion.
B. Both Assertion and Reason are correct but Reason is
not the correct explanation for Assertion.
C. Assertion is correct but Reason is incorrect.
D. Both Assertion and Reason are incorrect.",,2.0
"Which of the following statements are
possible; \( a, b, m \) and \( n \) being non-zero
real numbers?
A \( \cdot 4 \sin ^{2} \theta=5 \)
B \( \cdot\left(a^{2}+b^{2}\right) \cos \theta=2 a \)
C. \( \left(m^{2}+n^{2}\right) \csc \theta=m^{2}-n^{2} \)
D. \( \sin \theta=2.375 \)",,3.0
"What is the length of \( A B ? \)
\( \mathbf{A} \cdot 8 \mathrm{cm} \)
B. 4.5cm
C. \( 7.35 \mathrm{cm} \)
D. \( 7.30 \mathrm{cm} \)",,3.0
"Which of the following statements
is/are true about nitrogen?
This question has multiple correct options
A. Its atomic number is 7
B. It is very difficult to identify
C. It is a typical non metal
D. Ease of formation of triple bond",,2.0
"A wave travels out in all directions from
a point source. Justify the expression \( \boldsymbol{y}=\left(\boldsymbol{a}_{0} / \boldsymbol{r}\right) \sin \boldsymbol{k}(\boldsymbol{r}-\boldsymbol{v} \boldsymbol{t}), \) at a distance
from the source. Find the speed,
periodicity and intensity of the wave.",,4.0
"In fig., a cone lies in a uniform electric
field E. Determine the electric flux
entering the cone
A. Flux \( \phi=E A=2 E R h \)
B. Flux \( \phi=E A=7 E R h \)
c. Flux \( \phi=E A=9 E R h \)
D. Flux \( \phi=E A=E R h \)",,4.0
"A parallel plate capacitor of capacitance C consists of two identical plates \( A \) and \( B \). A charge \( q \) is given to plate \( A \) and charge \( -2 q \) is given to plate
B. The space between plates is vacuum. The separation between plates is d. The electric intensity at a point situated between plates is?
A \( \cdot \frac{q}{C d} \)
в. \( \frac{q}{2 C d} \)
c. \( \frac{3 q}{2 C d} \)
D. None of these",,4.0
"At the angle of polarisation, the angle of inclination between the reflected and
refracted rays is
\( A \cdot \frac{\pi}{8} \)
в. \( \frac{\pi}{6} \)
\( c \cdot \frac{\pi}{4} \)
0.5",,4.0
"Two moles of an ideal monoatomic gas
at \( 27^{\circ} \mathrm{C} \) occupies a volume of \( V \). If the
gas is expanded adiabatically to the
volume \( 2 V \), then the work?",,4.0
"Find \( a \) and \( b, \) where \( a \) and \( b \) are real
numbers so that \( a+i b=(2-i)^{2} \)
A \( . a=3, b=-4 \)
В. \( a=-3, b=-4 \)
c. \( a=3, b=4 \)
D. \( a=-3, b=4 \)",,3.0
"Which of the following behaves as both oxidising and reducing agents?
A. \( H_{2} S O_{4} \)
в. \( S O_{4} \)
c. \( H_{2} \)
D. \( H N O_{3} \)",,2.0
"Reducing power generated during light reaction is used during formation of
A. 3-phosphoglyceraldehyde from RuBP
B. Sucrose from triose phosphate
c. Glyceraldehyde 3-phosphate from 3-phosphoglycerate
D. RuBP from triose phosphate",,1.0
"A field of strength \( \frac{\mathbf{5} \times \mathbf{1 0}^{\mathbf{4}}}{\boldsymbol{\pi}} \) ampere
turns /meter acts at right angles to a coil of 50 turns of area \( 10^{-2} m^{2} . \) The coil
is removed from the field in 0.1 second.
Then, the induced e.m.f in the coil is:
A . \( 0.1 \mathrm{v} \)
B. 0.2 \( v \)
c. \( 1.96 v \)
D. 0.98",,4.0
"If \( \boldsymbol{f}(\boldsymbol{x})=\boldsymbol{x}^{3}+\boldsymbol{3}(\boldsymbol{a}-\boldsymbol{7}) \boldsymbol{x}^{2}+ \)
\( 3\left(a^{2}-9\right) x-2 \) where \( a>0, \) has \( + \) ive
point of maximum then a varies over an interval of length
\( A \cdot \frac{8}{7} \)
B. \( \frac{6}{7} \)
\( c \cdot \frac{4}{7} \)
D.",,3.0
"The differential equation of all
parabolas with axis parallel to the axis
of \( \boldsymbol{y} \) is:
A \( \cdot y_{2}=2 y_{1} \)
в. \( y_{3}=2 y_{1} \)
c. \( y_{2}^{3}=y_{1} \)
D. none of these",,3.0
"Factorise: \( (\boldsymbol{a}+\mathbf{2 b}-\mathbf{3 c})^{\mathbf{3}}-\boldsymbol{a}^{\mathbf{3}}-\mathbf{8 b}^{\mathbf{3}}+ \)
\( \mathbf{2 7 c}^{\mathbf{3}} \)",,3.0
"The sum of the series
\( 2\left[7^{-1}+3^{1} .7^{-1}+5^{1} .7^{-1}+\ldots\right] \) upto 20
twenty terms is
A. \( \frac{800}{7} \)
B. \( \frac{580}{7} \)
c. \( \frac{780}{9} \)
D. \( \frac{680}{7} \)",,3.0
"\( \left(-\frac{1}{2}+\frac{\sqrt{3}}{2} i\right)^{1000} \) is equal to
\( \frac{1-\sqrt{3} i}{2} \)
B. \( \frac{1+\sqrt{3} i}{2} \)
c. \( \frac{-1+\sqrt{3} i}{2} \)
D. \( \frac{-1-\sqrt{3} i}{2} \)",,3.0
"Find the squares of 99 using the identity
\( (a-b)^{2}=a^{2}-2 a b+b^{2} \)",,3.0
"A certain nucleus \( X \) has a mass
number 14 and atomic number \( 6 . \) The
nucleus \( X \) changes to \( _{7}^{14} Y \) after the loss of a particle. Represent this change in the form of an equation.",,2.0
Define thermoplastics and thermosetting polymers with two examples of each.,,4.0
"80YATU in plane mirror appears as:
A. 80YATU
B. 80Yatu
c. UTAYO8
D. 8оYАТบ",,4.0
"In the given figure, \( \boldsymbol{O} \) is a point in the
interior of \( 1 M \) a square \( A B C D \) such
that \( O A B \) is an equilateral triangle.
Show that \( O C D \) is an isosceles
triangle.",,3.0
"Bohr's atomic model couldn't explain
A. the fine spectrum of hydrogen
B. the spectra of single electron species
c. the stability of atom
D. Both \( A \) and \( C \)",,2.0
"Which one of the following conditions correctly describes the manner of determining the sex in the given example?
A. Homozygous sex chromosomes (ZZ) determine female sex in birds
B. X0 type of sex chromosomes determine male sex in grasshopper.
c. xo condition in human as found in Turner syndrome determines female sex
D. Homozygous sex chromosomes (XX) produce male in Drosophila",,1.0
"The total magnification produced by a compound microscope is \( 20 . \) The magnification produced by the eye piece along is \( 5 . \) The microscope is focused on a certain object. The distance between the objective and
eyepiece is observed to be \( 14 \mathrm{cm} . \) Then the focal lengths of the objective and eyepiece are respectively, if final image formed at near point \( (D=20 \mathrm{cm}) \)
A. \( 2 \mathrm{cm}, 5 \mathrm{cm} \)
B. \( 5 \mathrm{cm}, 10 \mathrm{cm} \)
\( \mathrm{c} \cdot 3 \mathrm{cm}, 9 \mathrm{cm} \)
D. \( 4 \mathrm{cm}, 12 \mathrm{cm} \)",,4.0
"A train approaching a railway crossing at a speed of \( 180 k m h^{-1} \) sounds a short
whistle at a frequency \( 600 H z \), when it
is \( 400 m \) away from the crossing. The
speed of sound in air is \( 340 m s^{-1} \). The
frequency of the sound heard by a person standing on a road perpendicular to the track at a distance of \( 300 m \) from the crossing is:
\( \mathbf{A} \cdot 680 H z \)
в. \( 480 H z \)
\( c \cdot 40 H z \)
D. \( 50 H z \)",,4.0
"Obtain the differential equation from
the relation \( A x^{2}+B y^{2}=1, \) where \( A \)
and B are constants.",,3.0
"The charge on solid sphere is
A \( \cdot-9 / 2 \)
B. - -व/4
\( c \cdot-q / 8 \)
D. - q/16",,4.0
"Expansion of \( (3 x+2)^{3} \) is \( 27 x^{3}+8+ \)
\( 18 x(3 x+2) \)
A. True
B. False",,3.0
Name the functional group present in HCOOH.,,2.0
"The perimeter of a rhombus is \( 40 \mathrm{cm} \)
and the measure of an angle is \( 60^{\circ} \)
then the area of it is -
B \( \cdot 75 \sqrt{3} \mathrm{cm}^{2} \)
D. \( 50 \sqrt{3} \mathrm{cm}^{2} \)",,3.0
